training_iteration,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_total,episodes_total,,custom_metrics/mean_ego_speed_mean,custom_metrics/mean_ego_speed_min,custom_metrics/mean_ego_speed_max,custom_metrics/distance_travelled_mean,custom_metrics/distance_travelled_min,custom_metrics/distance_travelled_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy
1,-64.811428,8.729818605,97.00666667,300,30800,300,,0.188768466,0.00889454,0.480040587,15.32969019,0,78.1959445,"[22.24921725326433, 3.305500646492896, 10.5398366238169, 25.950689593455035, 5.184344314645787, 37.38939589402891, 9.462566343388215, 1.006957212897805, 8.753971283355806, 7.383099225860147, 6.225161590799588, 6.354951239122162, 15.982426300178409, 10.567736761856365, 8.038392172722942, 34.98896973955653, 7.043063665926552, 9.407396456490975, 16.326605812287713, 6.304438171399943, 20.871653413011384, 2.8836928026041413, 8.31871554256081, 40.11244840135151, -0.025840963886401225, 10.87294752197926, 12.231898562377905, 5.2760007656935874, 21.458346402768797, 11.243176679753415, 13.665620788022458, 9.768848467283167, 9.480985494047758, 48.60407900669133, 6.290331450914926, 8.666464694922766, 14.570398373130718, 6.3065269155056916, 18.187358424497663, 17.01678717421856, 4.075927845214231, 4.382615455976766, 6.762017954888108, -21.638442248217395, -0.011836980344230197, 11.855711004378051, 56.074965454420486, 7.024679430077216, 5.017871961888862, -0.02449082775616107, 7.606004083973666, 9.79169173631761, 10.087008751657828, -0.005407904715990064, 14.292473108803202, 15.269139318492766, -1.404550994699492, 6.224308487300828, 6.06126518507924, 6.086849696352368, -0.004718664827055186, 7.470200416928673, 5.182509730163829, 15.253021742746284, 7.165649192123144, 6.370026122511837, 8.985651158940183, 10.618939470265232, 8.41685791516353, 7.55020187956925, 4.270423431951674, 6.016872692801218, 12.075677366777601, 6.086230072362124, 24.83717075142854, 4.15346457483988, 23.216691333201467, 16.997553732654634, 6.154312184635975, 9.983804452430054, 7.898712694593798, 8.246718063750194, 6.537402023183793, 17.946749786968535, 6.0427814473186, 5.7246833805776935, 9.95426906773773, 9.472844440279099, 6.761434163533248, 14.477217536448602, 6.992109523882443, 8.933482985081476, -0.006135207536305476, 10.316719683071002, 6.026993310359153, 17.487872558569496, 8.96320746118531, 7.023708796038565, 31.967099379413973, 6.897098511199744, 20.72806390512182, 7.263357161020604, 9.532853795943229, 4.070873037156877, 15.962731601699062, 6.477012620577333, -0.01205283400705115, 6.604489925410101, 8.863255998640906, 6.244714586959359, -0.009946659334698849, 14.669965955935067, 6.069066939733756, 6.537368995078981, 9.121304597674385, 6.597154265708574, 6.034155568893636, 21.872191301837518, 43.72299873742792, 14.947365631213987, 12.905315984352018, 28.453160986129507, 17.41004301238694, 10.620471315169535, 4.260606410796823, 6.962310048514018, 13.640327653062908, 27.476260548386648, 6.511433403546928, 11.360461650412779, 8.031867609144406, 7.427350484475745, 4.052392368143721, 22.479475461044785, 18.124886918398634, 16.459960861052156, 6.570944026628662, 5.276020703595173, 7.1289016187994765, 6.586427599698761, 8.002849074537211, 6.588192429173849, 7.54514448136252, 14.514713926841814, 9.408531083086793, 5.010631658785228, 1.9160165636221616, 5.182049244107962, 8.608134726700447, 10.068381527206173, -0.01521674712595722, 6.989515843358516, 0.9844031780356766, 10.4928670938117, 11.090220197010908, -0.059211861848596836, -35.692152965077696, 5.294567071601464, 9.915426838466551, 7.522862541151315, 25.78803711250874, 6.255051281108155, 5.208897858744291, -26.73165265567637, 16.27505607508323, 6.12198225854678, 5.538597547044195, 7.302401052968663, 10.49432358708631, 5.621586927737206, 27.82756162961241, 22.158341234105478, 20.36987108440174, 9.196004746392324, 11.302431919814712, 6.662391988817802, 13.791246828408166, 14.02496688813469, 10.93989529019839, 13.508974083580831, 7.213884269172537, 0.8981399427677228, -0.011513920691722968, 6.549381120401156, 7.387104691536426, 8.419140142835891, 20.59837185346547, 4.39969050219696, 12.018370175263557, 21.76811882497531, -38.81072865505727, 10.336936283901396, 5.209340181032974, 8.351744164870905, 27.450918214134727, 7.905399244933936, -23.368419838184025, -33.7303942796813, 0.9829584750544025, 12.21591692960303, 7.679061163730577, 14.877255988786171, 14.843700527959824, 13.376302268809326, 6.323514959052326, 8.875434984930639, 6.312534217180533, 8.524965146598603, 8.549434647584302, 5.003296652994604, 19.756206634489278, -1.1605919535281544, 6.643292497752288, 19.817047146186408, 6.551163164825725, 6.650898263570538, 5.568090918756659, 6.610955802352704, 5.396529831185366, 5.155942388415091, 6.5005646426186, 4.962474276209661, -5.420418822210909, 13.065534242100277, 8.487823007295288, 6.341439242514079, 5.095219291024617, 6.180640690544841, 5.3013238665012095, 11.45498339579984, 3.7625591553280318, 9.512153404900843, 7.394677743620726, 4.191633893376785, 18.37931051395411, 19.952203013679018, 15.54476722008534, 6.2081291697609595, 4.89618621228455, -0.012114636710307103, 5.1956647947127665, -12.62556550314254, 6.094199698333839, 0.9850133541626467, -0.027173995954274055, 6.585782279027947, 11.856282312169588, 7.548157619837321, 22.171194164166664, 12.242467767394825, 9.905407028218402, 5.759991277662218, 11.519740353781785, 4.889199845134921, 5.214343540510767, 5.87160044229299, 5.627957321449063, 19.44597496256219, 7.541077656274578, 11.943917713538927, 19.963869628576163, 11.74360525298405, 0.8670915166655195, 10.34113069840337, 27.164476767376023, 29.85719562447069, 6.617076102266951, 22.294262657453437, 5.683979081779405, 11.346536979703153, 12.129767999827068, 7.926236806607539, 6.212631073355262, 6.358054508694788, 4.972199311245006, 7.028306091925617, -36.158591869438425, 6.077895709051724, 18.981153171059393, 8.704677883657732, -64.81142800477784, 6.557451203539755, 5.232295048248361, 4.854321487783824, 0.3872332289694018, 8.211654228400281, 6.1181507339851, 8.814852435840848, 7.498263805516468, 6.044188126614887, 13.36916679260175, 7.933401899660184, 8.57076529184489, -19.61464814501991, 10.205635639009955, 10.80028654665049, 8.503023512263725, 17.452061997556783, 5.253188909843274, 2.4525395896685094]","[23, 8, 12, 39, 9, 1000, 9, 135, 21, 12, 7, 11, 43, 11, 6, 51, 16, 11, 665, 6, 23, 45, 12, 206, 22, 8, 13, 7, 31, 15, 34, 9, 10, 55, 12, 101, 18, 6, 279, 295, 11, 63, 25, 743, 18, 22, 68, 7, 10, 17, 8, 9, 184, 17, 16, 651, 47, 8, 10, 18, 17, 32, 26, 940, 14, 16, 6, 518, 9, 10, 66, 6, 652, 43, 445, 9, 59, 317, 9, 38, 7, 14, 8, 136, 6, 30, 7, 11, 99, 47, 6, 7, 18, 13, 6, 235, 67, 6, 1000, 19, 186, 13, 10, 11, 160, 21, 17, 7, 24, 8, 19, 144, 14, 8, 15, 7, 6, 23, 588, 19, 30, 231, 460, 20, 7, 6, 12, 50, 32, 14, 6, 49, 11, 18, 22, 14, 7, 7, 14, 7, 7, 7, 8, 61, 12, 11, 21, 9, 8, 17, 20, 6, 18, 97, 66, 22, 1000, 7, 8, 10, 42, 7, 7, 159, 18, 10, 22, 13, 10, 21, 410, 21, 48, 19, 12, 7, 214, 30, 26, 14, 18, 22, 19, 7, 30, 14, 94, 135, 23, 333, 917, 80, 8, 11, 35, 7, 789, 250, 18, 15, 78, 843, 19, 16, 6, 21, 70, 10, 8, 11, 13, 784, 7, 20, 31, 7, 19, 7, 69, 8, 8, 12, 897, 13, 47, 172, 10, 8, 7, 12, 68, 14, 10, 1000, 38, 599, 322, 7, 14, 15, 8, 206, 15, 17, 17, 86, 8, 9, 62, 12, 8, 16, 13, 13, 7, 18, 16, 873, 8, 15, 107, 9, 22, 25, 46, 540, 7, 23, 13, 10, 366, 19, 7, 12, 12, 7, 245, 12, 175, 114, 278, 8, 21, 14, 128, 13, 9, 20, 8, 14, 17, 6, 8, 922, 12, 9, 9, 20, 1000, 179]",32.29195551,2.151770703,1.221084763,173300.122,177.726,74.576,413003.37,1888.904,16305.749,2.371,30800,30800,-0.0078088,5.3944755,0.3271611,0.009090722,4.2755833
2,-44.49664513,13.4878711,123.8287938,257,61600,557,,0.182668531,0.013615722,0.492510251,21.27183903,0,106.1959445,"[28.075288303485593, 26.48025424174005, 11.560947642476872, 55.96643249708781, 29.24641477987517, 24.151799002162814, 7.6687881488403695, 26.545018852392456, 23.24874696206747, -3.2138070186117806, 27.306414024193217, 8.055008820264197, 45.422234015287316, 7.59324947182498, 19.476015210254353, 13.218077626392514, 7.068456446363682, 4.1021038655475195, 0.9012360446120424, 9.193851240372279, 16.63469751728696, 34.887415632346794, 22.721572973310362, 7.207470388224473, 11.45928853188352, 6.566422117077927, 9.70401193090139, 5.107943796392939, 25.923303743407338, 6.194274527477452, 12.268906685878607, 26.968550376346684, 36.57477788834681, 6.216798452370358, 35.18348989723167, 8.210211370568132, 21.355670043920604, 19.036969292966795, 12.352944958368894, 6.096455205697122, -6.559649262259136, 8.446786889831081, -0.024103783761688646, 7.492377904986264, 11.834813227483483, 19.003594394948177, 8.150094180293117, 18.08793843578783, 16.197179148000036, 6.309909083574101, 8.144711837624957, 35.590920572601554, 2.1266139739046444, 12.589505772692792, 10.791251114849494, 12.314631714072608, 6.362378252821331, 9.413705510309804, 11.774787606438618, 6.0392340048195745, 10.214926588408751, 16.389453428593793, 12.377644146377065, 4.0471323434208895, -0.007342999404102324, 32.10772221929433, 9.816669520573672, 16.542624481540543, 11.520519394568034, 21.32036191861512, 35.264865155583465, 10.130416328186463, 9.425191014309547, 12.105300439429215, 0.9948364092782198, 4.798636839923726, 0.27615569049589794, 11.770274118139792, 12.917012305146681, 6.136457690366762, 6.363849912962947, 6.4481805768596105, 34.91324972120515, 14.228584793523112, 11.292959765476951, 14.182009824613708, 4.893831557524355, 19.16132325620506, 13.343202273933962, 6.425345156883714, 4.171101486528176, 6.584627175556122, 13.708560916158014, 15.134639558703775, 40.00824931875791, 8.680818202771652, 8.019619591602666, 11.91284608925644, 21.66914167578036, 6.265121059314379, 4.889540512381949, 22.455833533614566, 23.332543270693034, 22.470395112427653, 15.015308023618921, 4.813051777196339, 7.651868492881419, 9.11770840363386, 9.454785101189145, 40.0543765066762, 6.515573598954349, 24.92687634945318, 24.90432401267055, 5.242658230143138, 9.313087612239052, -44.49664513208046, 8.996288959837493, 9.274720445014799, -2.9254982232534346, -2.2124683187481473, 13.443919069018786, 5.899548810662033, 7.364995223120639, 13.119119419736963, 8.00487197412317, 20.1335412717754, 49.55036176239601, 10.250391547399154, -30.042480198578282, 10.455758897467444, 21.694883065896803, 40.312147713838606, 13.519725798391532, 24.287080384894907, 19.22346643760544, 6.33296193229102, 6.490293212106774, 6.385501948963789, 11.388020781109347, 7.479242835435479, 6.678464876591172, 7.388915908445312, 8.315355607487943, 23.11813048716056, 6.2660730368839435, 8.432410013287143, 23.29442729956444, 8.578250275538103, 3.8919814399182346, 7.6190217239017315, 33.77117962847432, 14.628077249889774, 5.100634587881962, 16.857524921766732, 10.557689687516394, 8.965771521447614, 19.04344933799305, 17.70389391997025, 41.94103209675528, 17.685394632612272, 6.4239923632706475, 7.256993140744646, 5.22861442767181, 42.75419604719211, 5.746641286483008, 6.527521933864802, 30.645339148401547, 0.9902247854210122, 11.311647487066844, -9.602189937549475, 5.16934758352611, 13.863555048625317, 7.250944840872379, 9.28466399649739, 10.030101818368923, 22.613188979568598, 17.833622887056976, 1.8021869997242348, 7.565544260880135, 13.674607089220572, 18.18129678937577, 38.86291280088131, 8.274728142918583, 12.4649656443889, 8.57253922776503, 3.7668389210831954, 3.2090699277701917, 43.61972303629785, 3.759246074833098, 0.9550028239301518, 0.9703672385770445, 8.511918885040679, 8.463597939676315, 15.085253014675388, 29.463548778744364, 46.17792902959053, 14.543523953851558, 7.954301138608904, 11.116335535198704, 27.75825188894037, 13.677874436147206, 8.051858938910977, 12.06515683216179, 3.6556383639187526, 32.344915833657986, 21.308441110727042, 11.337019267407673, 14.674746861508606, 11.615559099630248, 33.83172009737817, 17.008319057623627, 29.076809746061116, 21.97636142177371, 21.831875981644277, 7.108080811063937, 8.20243678173393, 25.896367123269368, 4.657256090648342, -0.010187868039024828, 11.041295106726123, 8.930750707255982, 8.449225486105735, 1.9036072494337033, 32.830170553480194, 0.9772402949325782, 29.547312116944504, 5.067810343310579, 12.027974791348946, 6.640000821056612, 20.720470808082364, 5.543206979423246, 8.924655244385804, 34.036668043467266, 11.372255937514112, 7.643048892272117, 10.337006568793933, 6.6954151413224725, 12.199045505090016, 7.372690673336972, 4.646925901662583, 15.401068427838362, 29.45638380751537, 11.758919688403914, 12.20837949606938, 8.11608834459485, 0.9883114970166753, 7.502637612052567, 15.371821056558344, 6.01256495256675, 8.050453116495426, 9.838720221438834, 19.334159060836473, 29.862949044575103, 6.689511306289586, 19.263463506654283, 9.396774725999535, 17.525682003767045]","[507, 112, 14, 219, 34, 177, 7, 104, 795, 365, 642, 14, 552, 7, 275, 19, 16, 9, 22, 15, 144, 42, 1000, 14, 11, 7, 43, 9, 341, 8, 20, 44, 75, 7, 32, 11, 329, 18, 12, 10, 913, 434, 599, 10, 8, 61, 13, 275, 16, 6, 13, 43, 247, 115, 10, 34, 25, 10, 58, 6, 27, 18, 12, 73, 13, 59, 20, 671, 12, 246, 561, 122, 12, 59, 18, 13, 197, 11, 17, 15, 10, 11, 909, 14, 64, 22, 12, 44, 19, 10, 9, 7, 79, 33, 71, 194, 6, 21, 725, 7, 56, 78, 50, 152, 28, 28, 113, 20, 10, 302, 8, 544, 796, 7, 15, 520, 18, 16, 254, 253, 15, 1000, 12, 14, 7, 34, 59, 16, 252, 10, 69, 39, 69, 56, 73, 6, 8, 10, 15, 12, 6, 9, 12, 891, 8, 10, 544, 8, 13, 7, 259, 14, 10, 16, 12, 6, 18, 374, 69, 280, 11, 7, 7, 102, 15, 8, 550, 16, 11, 152, 9, 26, 12, 12, 29, 433, 47, 692, 9, 10, 130, 47, 13, 17, 11, 1000, 8, 106, 93, 19, 21, 9, 9, 238, 131, 251, 17, 7, 18, 34, 10, 15, 24, 253, 279, 36, 11, 35, 752, 322, 139, 66, 55, 31, 5, 16, 86, 367, 17, 29, 7, 9, 18, 402, 19, 241, 10, 17, 7, 300, 16, 8, 52, 10, 7, 11, 6, 25, 10, 14, 19, 1000, 10, 835, 140, 17, 125, 34, 6, 75, 8, 22, 59, 6, 333, 16, 14]",32.88795228,1.965585034,1.237144601,174450.961,176.554,42.075,732027.557,1823.071,16894.574,2.355,61600,61600,-0.010294812,4.2031155,0.580422,0.009030456,4.2624946
3,-87.07123211,22.01584784,192.5562914,151,92400,708,,0.148751877,0.012463093,0.519540934,35.51383483,0,105.1959445,"[17.1116320298059, 38.569222102337775, 20.914226322239074, 8.859413191896525, 44.23737809421468, 16.036913583279347, 9.417157249297434, -0.017791090033647983, 7.057671788820928, 36.85975218736995, 39.327870119787846, 22.33009809788782, -0.01358368826068257, 30.242763867780276, 4.029935195927321, 18.976999734860307, 34.797514417490376, 54.57489393024841, 22.40613142258268, 32.05429168121961, 20.037276339451115, 9.627502883197714, 6.1954407617991025, 7.558475049868085, 28.227674172662446, 6.1051112009014865, 51.51150475995421, 6.153274805049714, 6.300655152738501, 35.51234679258102, 36.614001113490154, 30.081921475437127, 34.0715532986531, 39.07072116154398, 26.97404387164708, 18.020824602641923, 9.724437374859484, 13.16471021400703, 35.088156981242506, 11.346905265602272, 32.99101548209806, 29.75215281981849, 12.08528375373513, 34.300042098206035, 20.247050185053283, 6.455026430179727, 28.23484906013094, 6.616051322826582, 25.684067802887526, 31.506183621070456, 6.222042458907554, 15.907797341178734, 29.440217423373955, 22.353285370404826, 25.137453335403865, 34.234240258890885, 9.459448776417911, 16.19409284721428, 10.342162161890464, 54.1143407867207, 13.842495257594717, 13.021772579877446, 3.962959502182118, 23.588654527856605, 38.59238419600294, 11.83132241907634, 53.7166025714604, 8.540366252054053, 31.67953270657116, 12.654987899656867, 28.6195396057456, 49.162707940023815, 22.675900626538954, 6.293321055143117, 29.104754444165103, -0.010991315961214276, 38.95409725669999, -49.67059557689403, 7.227365983992623, 5.963119039292112, 18.77145946110472, -87.07123210555943, 37.41145347853363, 40.35241636183913, 19.51743813023525, 28.841060208802887, 38.77344673233626, 43.831815826761044, 18.477671473756622, 52.97257657677433, 6.384699921680693, 35.317555854755184, 10.007349997614668, 73.62568581785271, 25.208167570298215, 33.338631782552845, 24.771283382704098, 17.02499570622641, 29.667199568685568, 6.063247237025907, 27.683750610899818, 22.02005647004784, 6.945315546308129, 19.61898812187845, 6.218235636441004, 53.78428573562012, 46.572899561358405, 21.972350308990784, 54.268092153927206, 7.975457172816195, 4.113241811397398, 28.895016890538848, 30.292010280496118, 39.337425066425574, 42.29416606514946, 6.342738106164961, 8.575711041969424, 34.650305323909826, 7.774132271326707, 41.52119448716119, 7.0343838968409855, -34.0651147206962, 26.727780039050565, 45.45992231885889, 9.168691401370793, 33.911447237716196, 14.248901082712745, 63.29721526708495, 14.138836498210107, 15.062808664349319, 54.51150768960078, 18.89276215407152, 11.27063663978966, 15.602760880742569, 21.94794792151447, 23.40023286042177, 42.15907141790552, 7.3939258789685525, 12.56012161706404, 12.214980878775988, 32.8602041324053, 21.94089702698771, 6.332848953149191, 38.076079665686315, 8.443825684271658, 7.074488539804817, 24.736547814330205, 22.25592531639464, 8.380454522193524, 20.930619159331854, 44.09389042040438]","[450, 888, 121, 8, 460, 77, 55, 18, 6, 343, 324, 54, 16, 392, 11, 39, 42, 539, 414, 330, 259, 23, 7, 7, 47, 9, 361, 8, 12, 32, 433, 29, 507, 294, 138, 783, 37, 633, 73, 180, 276, 443, 16, 53, 37, 9, 223, 7, 72, 509, 7, 83, 47, 329, 36, 340, 10, 16, 11, 757, 292, 15, 103, 30, 807, 114, 241, 8, 90, 12, 533, 368, 22, 7, 69, 17, 782, 480, 12, 93, 570, 279, 254, 225, 34, 76, 485, 32, 101, 663, 10, 470, 6, 227, 688, 50, 626, 19, 38, 12, 35, 167, 20, 98, 7, 72, 495, 699, 808, 7, 10, 24, 52, 140, 294, 15, 8, 296, 67, 344, 23, 253, 45, 115, 44, 560, 21, 148, 187, 41, 56, 617, 49, 28, 120, 454, 435, 25, 12, 57, 77, 28, 6, 68, 9, 46, 34, 210, 10, 577, 363]",33.40220534,1.759392512,1.25932793,175431.812,175.567,31.414,980446.135,1807.968,17035.697,2.382,92400,92400,-0.01092776,4.983096,0.68232286,0.008498316,4.2328534
